Borough,Latitude,Longitude,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,Mean Bathrooms,County,Event Date Crimes,Event Ending Date Crimes,Event Report Date Crimes,Description Crimes,Attempt Complete Crimes,Level of Offense Crimes,Borough Crimes,Latitude Crimes,Longitude Crimes,Crimes Distance,BlockCode Census,Latitude Census,Longitude Census,County Census,Borough Census,TotalPop Census,Men Census,Women Census,Hispanic Census,White Census,Black Census,Native Census,Asian Census,Citizen Census,Income Census,IncomeErr Census,IncomePerCap Census,IncomePerCapErr Census,Poverty Census,ChildPoverty Census,Professional Census,Service Census,Office Census,Construction Census,Production Census,Drive Census,Carpool Census,Transit Census,Walk Census,OtherTransp Census,WorkAtHome Census,MeanCommute Census,Employed Census,PrivateWork Census,PublicWork Census,SelfEmployed Census,FamilyWork Census,Unemployment Census,Census Distance
BRONX,40.851229,-73.906221,3,17,24,0,0,1,1,1.3555555555555556,BRONX,12/23/2015,12/23/2015,12/23/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85111921,-73.90631703,0.014642741856954309,36005023501.0,40.851984924650004,-73.90484924625,BRONX,BRONX,3044.0,1405.0,1639.0,85.0,0.9,12.2,0.0,0.6,1329.0,27316.0,10692.0,13906.0,2429.0,50.8,76.5,13.0,39.1,25.8,9.8,12.3,21.7,1.8,57.6,9.4,8.1,1.5,37.5,1376.0,83.6,8.6,6.3,1.4,10.2,0.14279251577465055
BRONX,40.849041,-73.912561,0,16,23,5,0,0,0,2.1818181818181817,BRONX,12/26/2015,,12/26/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.84932069,-73.91235948,0.035430394955063366,36005021700.0,40.847462311550004,-73.91434673364999,BRONX,BRONX,5000.0,2398.0,2602.0,54.5,1.3,43.2,0.5,0.0,2735.0,22721.0,5837.0,12208.0,1895.0,51.1,72.0,9.1,40.9,23.0,9.4,17.6,14.6,5.7,66.9,7.1,1.3,4.3,42.5,1960.0,85.7,4.5,8.7,1.1,14.3,0.23110498965164158
BRONX,40.849261,-73.91238,0,23,32,6,0,1,1,1.7903225806451613,BRONX,12/26/2015,,12/26/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.84932069,-73.91235948,0.006860120608560695,36005023301.0,40.8497236181,-73.90959798989999,BRONX,BRONX,4356.0,2012.0,2344.0,74.5,0.0,24.8,0.0,0.0,2094.0,26250.0,5052.0,12713.0,1830.0,36.6,54.8,14.0,42.9,17.8,10.8,14.5,10.1,12.0,62.8,5.8,5.3,4.0,38.7,1835.0,84.3,8.1,7.6,0.0,13.2,0.23966097402963232
BRONX,40.84946400000001,-73.91226400000002,0,15,21,4,0,0,0,1.925,BRONX,12/26/2015,,12/26/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.84932069,-73.91235948,0.01785024791951077,36005023301.0,40.8497236181,-73.90959798989999,BRONX,BRONX,4356.0,2012.0,2344.0,74.5,0.0,24.8,0.0,0.0,2094.0,26250.0,5052.0,12713.0,1830.0,36.6,54.8,14.0,42.9,17.8,10.8,14.5,10.1,12.0,62.8,5.8,5.3,4.0,38.7,1835.0,84.3,8.1,7.6,0.0,13.2,0.22616255955239598
BRONX,40.849738,-73.91203900000002,2,15,18,4,0,1,0,2.375,BRONX,12/26/2015,,12/26/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.84932069,-73.91235948,0.05368097567497474,36005023301.0,40.8497236181,-73.90959798989999,BRONX,BRONX,4356.0,2012.0,2344.0,74.5,0.0,24.8,0.0,0.0,2094.0,26250.0,5052.0,12713.0,1830.0,36.6,54.8,14.0,42.9,17.8,10.8,14.5,10.1,12.0,62.8,5.8,5.3,4.0,38.7,1835.0,84.3,8.1,7.6,0.0,13.2,0.20538627390805222
BRONX,40.849752,-73.91199999999998,0,11,21,2,0,1,0,2.257142857142857,BRONX,10/9/2015,10/9/2015,10/9/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,40.85014079,-73.91161741,0.05391038543263374,36005023301.0,40.8497236181,-73.90959798989999,BRONX,BRONX,4356.0,2012.0,2344.0,74.5,0.0,24.8,0.0,0.0,2094.0,26250.0,5052.0,12713.0,1830.0,36.6,54.8,14.0,42.9,17.8,10.8,14.5,10.1,12.0,62.8,5.8,5.3,4.0,38.7,1835.0,84.3,8.1,7.6,0.0,13.2,0.20212332228023489
BRONX,40.849583,-73.903976,0,14,12,0,0,1,1,1.851851851851852,BRONX,12/25/2015,,12/25/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,40.84965183,-73.90422988,0.022691367254252144,36005023302.0,40.8485929648,-73.90484924625,BRONX,BRONX,3614.0,1673.0,1941.0,77.1,0.3,21.1,0.0,1.6,1452.0,22566.0,8178.0,10361.0,2073.0,50.1,63.8,12.7,44.5,22.2,8.2,12.4,5.6,2.5,72.2,11.2,1.0,7.5,44.1,1278.0,85.1,7.1,7.8,0.0,14.0,0.13238225393337374
BRONX,40.860726,-73.893689,0,17,7,0,0,0,1,1.6666666666666667,BRONX,12/28/2015,12/28/2015,12/29/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.86106309,-73.89344741,0.04264823307941174,36005039902.0,40.8598994975,-73.8937688442,BRONX,BRONX,5156.0,2265.0,2891.0,64.9,10.4,22.2,0.6,1.0,2350.0,24799.0,12346.0,18561.0,9196.0,42.3,49.6,11.7,46.4,25.4,4.0,12.5,11.9,2.2,67.4,11.6,3.8,3.1,41.4,1820.0,83.8,9.0,7.2,0.0,18.4,0.09217678340489019
BRONX,40.852851,-73.905861,0,17,18,0,0,0,1,1.542857142857143,BRONX,10/25/2015,,10/25/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85315795,-73.90560206,0.040500387803052026,36005024100.0,40.8531155779,-73.9064321608,BRONX,BRONX,6324.0,3194.0,3130.0,69.1,0.9,27.3,0.1,1.5,2801.0,23856.0,4225.0,11044.0,1583.0,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501.0,92.8,3.8,3.4,0.0,15.9,0.05634900090872742
BRONX,40.852966,-73.90575600000003,0,18,8,0,0,0,0,2.0,BRONX,10/25/2015,,10/25/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85315795,-73.90560206,0.024971717706255527,36005024100.0,40.8531155779,-73.9064321608,BRONX,BRONX,6324.0,3194.0,3130.0,69.1,0.9,27.3,0.1,1.5,2801.0,23856.0,4225.0,11044.0,1583.0,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501.0,92.8,3.8,3.4,0.0,15.9,0.0592705369242373
BRONX,40.84719000000001,-73.911551,0,12,13,0,0,1,0,2.0769230769230766,BRONX,8/20/2014,,8/20/2014,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,40.84732736,-73.91147296,0.016629794075175786,36005022701.0,40.8463316583,-73.91118090449999,BRONX,BRONX,5917.0,2621.0,3296.0,64.6,1.8,31.9,0.0,1.4,3303.0,29426.0,3444.0,13012.0,1364.0,30.1,46.1,15.9,44.1,23.0,6.9,10.2,14.7,7.0,60.0,12.8,0.4,5.1,37.5,2550.0,82.4,13.2,4.4,0.0,13.2,0.10042333976496272
BRONX,40.8471,-73.911642,0,36,17,0,0,0,1,1.8301886792452833,BRONX,8/20/2014,,8/20/2014,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,40.84732736,-73.91147296,0.02901450190373233,36005022701.0,40.8463316583,-73.91118090449999,BRONX,BRONX,5917.0,2621.0,3296.0,64.6,1.8,31.9,0.0,1.4,3303.0,29426.0,3444.0,13012.0,1364.0,30.1,46.1,15.9,44.1,23.0,6.9,10.2,14.7,7.0,60.0,12.8,0.4,5.1,37.5,2550.0,82.4,13.2,4.4,0.0,13.2,0.09385657923353306
BRONX,40.876868,-73.86057199999998,0,0,56,0,0,1,0,1.6666666666666667,BRONX,10/15/2015,10/15/2015,10/15/2015,DANGEROUS DRUGS,COMPLETED,FELONY,BRONX,40.87686785,-73.86070045,0.01080302407810523,36005037200.0,40.87459798995,-73.8621105528,BRONX,BRONX,2052.0,874.0,1178.0,26.1,1.8,60.5,0.0,3.6,1426.0,46250.0,6706.0,21996.0,3245.0,19.0,41.8,28.7,30.9,26.6,3.8,10.1,24.9,5.2,65.3,2.6,2.0,0.0,46.4,930.0,74.9,22.6,2.5,0.0,17.3,0.2837194176245515
BRONX,40.887101,-73.863491,0,1,1,0,0,0,0,0.375,BRONX,11/10/2014,11/11/2014,11/17/2014,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,BRONX,40.88731823,-73.86411796,0.057994103376391756,36005039400.0,40.8870351759,-73.86369346735,BRONX,BRONX,4961.0,2296.0,2665.0,30.5,2.8,64.4,0.0,1.6,2749.0,33708.0,9358.0,15383.0,2206.0,31.7,48.5,17.7,34.9,25.4,11.5,10.6,20.9,4.4,62.6,7.4,1.6,3.1,49.0,1952.0,88.3,10.0,1.7,0.0,16.7,0.01853299965360704
MANHATTAN,40.79379,-73.943071,0,0,0,0,5,0,0,0.3333333333333333,NEW YORK,12/21/2015,12/21/2015,12/21/2015,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,40.79381976,-73.94304754,0.0038548836577718183,36061017200.0,40.792814070333336,-73.94547738696667,NEW YORK,MANHATTAN,5655.0,3075.0,2580.0,62.9,9.5,21.8,0.0,4.5,3438.0,35017.0,5821.0,21370.0,3365.0,22.5,32.9,27.1,36.9,18.8,10.7,6.4,4.5,1.1,72.5,11.4,3.2,7.3,32.0,2578.0,76.9,9.9,11.2,2.0,13.1,0.22988327035047484
MANHATTAN,40.775767,-73.94671899999999,0,0,5,0,0,0,1,0.05,NEW YORK,2/27/2014,2/27/2014,2/27/2014,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.77593701,-73.94712111,0.038791521894549034,36061014402.0,40.776231155774994,-73.94600502515,NEW YORK,MANHATTAN,7675.0,3328.0,4347.0,2.8,86.0,2.9,0.0,5.6,5779.0,117656.0,22922.0,101680.0,10964.0,5.4,0.0,73.3,6.3,18.9,0.0,1.4,9.7,1.4,58.8,11.8,7.2,11.1,33.9,4372.0,84.7,6.0,9.3,0.0,3.8,0.07925978392031938
BROOKLYN,40.672536,-73.957876,0,0,0,0,3,0,0,0.42857142857142855,KINGS,12/29/2015,12/30/2015,12/30/2015,BURGLARY,COMPLETED,FELONY,BROOKLYN,40.67253543,-73.95787740000002,0.00013404803406828557,36047021900.0,40.672211055300004,-73.95550251255,KINGS,BROOKLYN,3617.0,1653.0,1964.0,9.7,22.4,60.2,0.0,5.4,2702.0,55758.0,7651.0,27150.0,3087.0,21.0,28.2,48.0,20.7,23.7,3.1,4.5,10.0,3.1,78.5,4.3,1.9,2.2,39.7,2052.0,79.4,15.4,5.2,0.0,8.3,0.20346838192174002
BROOKLYN,40.697849,-73.931646,0,0,8,0,0,0,2,0.2564102564102564,KINGS,12/8/2015,12/8/2015,12/8/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.69774724,-73.93154246,0.014295227677578003,36047039300.0,40.695954773850005,-73.9301758794,KINGS,BROOKLYN,3444.0,1705.0,1739.0,57.2,18.8,23.1,0.0,0.2,2249.0,52244.0,14708.0,25089.0,4068.0,24.8,32.5,43.2,19.4,26.7,3.8,6.8,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709.0,77.4,18.2,4.4,0.0,14.4,0.24446352570780394
MANHATTAN,40.730102,-73.980574,0,0,16,0,34,0,12,0.39375,NEW YORK,11/8/2015,11/8/2015,12/18/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,40.73006632,-73.98061884,0.0054804385540551045,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.0942051413635606
BRONX,40.836725,-73.919292,4,121,6,0,0,1,23,1.6590909090909092,BRONX,11/20/2015,,11/20/2015,DANGEROUS WEAPONS,COMPLETED,FELONY,BRONX,40.83680452,-73.91948084,0.018187273201956754,36005022101.0,40.837286432199996,-73.91909547739999,BRONX,BRONX,3884.0,1699.0,2185.0,77.6,0.0,17.6,0.0,2.7,1372.0,25870.0,4641.0,12249.0,2023.0,41.8,51.9,16.0,44.0,23.1,6.1,10.8,9.0,2.4,73.5,8.1,0.8,6.2,40.1,1553.0,84.9,12.0,3.0,0.0,11.6,0.06460078455142042
BROOKLYN,40.677323,-73.95826600000002,0,0,0,0,5,0,0,0.3125,KINGS,9/13/2015,,9/13/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.67727844,-73.95797895,0.0247164113355813,36047030500.0,40.677185929640004,-73.95835175877998,KINGS,BROOKLYN,5951.0,2731.0,3220.0,14.8,38.5,37.9,0.4,6.5,4773.0,65701.0,15104.0,34188.0,2353.0,19.3,19.3,55.6,16.2,21.4,1.6,5.2,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686.0,78.7,13.5,7.9,0.0,7.0,0.016875563012247314
BROOKLYN,40.697909,-73.935508,0,0,0,0,3,0,0,0.875,KINGS,8/2/2015,8/3/2015,8/3/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.69805962,-73.93538651,0.019637772827069074,36047038900.0,40.699346733666665,-73.93703517590001,KINGS,BROOKLYN,3249.0,1713.0,1536.0,69.0,15.5,6.3,0.0,5.9,2034.0,47059.0,9546.0,22788.0,4088.0,28.7,25.0,31.4,32.9,16.5,11.4,7.8,10.0,2.6,69.4,4.1,7.0,6.8,40.4,1782.0,82.7,9.2,8.1,0.0,7.8,0.2053281196004155
MANHATTAN,40.788364,-73.943062,0,0,36,13,0,1,6,1.38,NEW YORK,12/22/2015,,12/22/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.78819562,-73.94266956,0.037987329432882834,36061017000.0,40.790552763833325,-73.9423115578,NEW YORK,MANHATTAN,7824.0,3489.0,4335.0,46.9,7.9,25.2,0.0,16.1,5237.0,30711.0,7237.0,20680.0,2607.0,30.1,31.1,33.4,32.0,22.6,3.7,8.4,4.1,0.6,82.4,10.3,1.7,0.8,36.9,3259.0,80.9,15.1,3.7,0.3,12.8,0.2515247102746575
MANHATTAN,40.78894,-73.942537,0,0,38,12,0,0,6,1.42,NEW YORK,12/20/2015,,12/21/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.78882119,-73.94221039,0.030515308040397666,36061017000.0,40.790552763833325,-73.9423115578,NEW YORK,MANHATTAN,7824.0,3489.0,4335.0,46.9,7.9,25.2,0.0,16.1,5237.0,30711.0,7237.0,20680.0,2607.0,30.1,31.1,33.4,32.0,22.6,3.7,8.4,4.1,0.6,82.4,10.3,1.7,0.8,36.9,3259.0,80.9,15.1,3.7,0.3,12.8,0.18038929631521838
BROOKLYN,40.656754,-73.904015,46,8,16,0,0,1,70,0.028169014084507043,KINGS,12/27/2015,12/27/2015,12/27/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,40.6569183,-73.90408849,0.01929852232523885,36047092000.0,40.6586432161,-73.90326633166666,KINGS,BROOKLYN,3406.0,1424.0,1982.0,18.8,0.3,78.6,1.2,0.4,2249.0,32292.0,16858.0,20712.0,6590.0,33.5,55.3,20.6,44.3,25.5,2.6,7.0,17.4,5.2,66.7,0.3,6.4,4.0,45.7,1202.0,75.5,20.3,4.2,0.0,12.5,0.21942763203447566
MANHATTAN,40.797229,-73.948165,108,19,6,0,1,1,0,1.9333333333333331,NEW YORK,12/18/2014,12/19/2014,12/19/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,40.7971487,-73.94798191,0.01781733373185823,36061017402.0,40.7965829146,-73.9475879397,NEW YORK,MANHATTAN,2309.0,1036.0,1273.0,31.1,17.3,40.9,0.0,5.7,1624.0,37426.0,15350.0,23962.0,4066.0,29.1,26.0,42.8,17.9,31.3,5.5,2.5,8.1,0.2,66.4,14.8,3.2,7.3,31.6,987.0,83.0,14.4,2.6,0.0,13.6,0.08674972569945771
MANHATTAN,40.831999,-73.942685,160,13,3,6,0,1,0,1.1584699453551912,NEW YORK,12/8/2012,,12/20/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.83191361,-73.9427403,0.010576885230069437,36061023900.0,40.8327638191,-73.9412562814,NEW YORK,MANHATTAN,2810.0,1253.0,1557.0,49.1,7.7,38.5,0.0,1.3,1914.0,41036.0,12263.0,23321.0,3991.0,22.6,30.8,42.3,28.7,18.2,1.6,9.2,17.5,4.9,64.1,5.2,4.7,3.6,42.8,1426.0,73.4,17.3,9.3,0.0,14.0,0.1472911631794164
BRONX,40.820584,-73.895895,0,4,3,0,0,0,0,1.8571428571428568,BRONX,12/6/2015,12/6/2015,12/6/2015,ROBBERY,COMPLETED,FELONY,BRONX,40.82027627,-73.89600929,0.03555500030213453,36005015900.0,40.8214572864,-73.8937688442,BRONX,BRONX,1420.0,528.0,892.0,91.2,0.5,6.8,0.0,1.5,929.0,16027.0,5922.0,12878.0,2925.0,51.0,57.4,38.3,34.7,22.1,0.0,4.9,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426.0,84.5,15.3,0.2,0.0,13.1,0.20362791117444057
BRONX,40.820677,-73.895881,0,5,1,0,0,1,1,2.571428571428572,BRONX,11/13/2015,11/13/2015,11/13/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,40.82100076,-73.8958817,0.03601181900934035,36005015900.0,40.8214572864,-73.8937688442,BRONX,BRONX,1420.0,528.0,892.0,91.2,0.5,6.8,0.0,1.5,929.0,16027.0,5922.0,12878.0,2925.0,51.0,57.4,38.3,34.7,22.1,0.0,4.9,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426.0,84.5,15.3,0.2,0.0,13.1,0.19784151399162545
BRONX,40.82077,-73.89587,0,3,4,0,0,0,0,2.0,BRONX,11/13/2015,11/13/2015,11/13/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,40.82100076,-73.8958817,0.025686282986986782,36005015900.0,40.8214572864,-73.8937688442,BRONX,BRONX,1420.0,528.0,892.0,91.2,0.5,6.8,0.0,1.5,929.0,16027.0,5922.0,12878.0,2925.0,51.0,57.4,38.3,34.7,22.1,0.0,4.9,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426.0,84.5,15.3,0.2,0.0,13.1,0.1926765496187069
BRONX,40.831084,-73.891492,0,12,18,0,0,1,5,1.4838709677419355,BRONX,12/30/2015,,12/30/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,40.83144018,-73.89129057,0.04309246756171753,36005015300.0,40.83219849247499,-73.8945603015,BRONX,BRONX,4466.0,1925.0,2541.0,52.6,0.7,45.5,0.0,0.9,2225.0,19630.0,5355.0,12812.0,2241.0,50.8,69.3,22.5,35.3,25.4,5.3,11.4,16.3,2.0,71.1,7.4,1.9,1.5,43.7,1539.0,83.0,13.8,3.1,0.0,15.1,0.28644293650143
BRONX,40.863901,-73.866399,0,0,0,0,5,0,0,0.5333333333333333,BRONX,12/28/2015,,12/28/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,40.8643313,-73.86637753,0.04789625967181751,36005033202.0,40.8632914573,-73.8684422111,BRONX,BRONX,4207.0,2040.0,2167.0,49.9,10.8,32.4,0.0,5.0,2729.0,40638.0,10547.0,17377.0,2089.0,23.1,26.7,35.9,19.2,25.0,5.5,14.4,32.9,2.5,54.5,9.8,0.0,0.3,42.1,1463.0,76.6,21.3,2.1,0.0,17.3,0.1847634518960973
MANHATTAN,40.796587,-73.938926,0,0,0,0,4,0,0,0.3076923076923077,NEW YORK,12/19/2015,12/19/2015,12/19/2015,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,40.79679044,-73.93940441,0.04620477659535838,36061018800.0,40.797713567849996,-73.93809045229999,NEW YORK,MANHATTAN,5452.0,2857.0,2595.0,54.5,17.2,22.9,0.0,4.1,2529.0,29146.0,7673.0,19456.0,2869.0,29.7,38.1,30.1,32.9,20.9,6.1,10.1,7.1,5.2,71.6,13.6,1.4,1.2,34.0,2292.0,89.7,9.4,0.9,0.0,12.5,0.14370845598381038
MANHATTAN,40.798456,-73.943335,0,0,0,0,10,0,1,0.4375,NEW YORK,12/3/2015,12/3/2015,12/3/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,40.79862338,-73.94374412,0.03915787791626907,36061018200.0,40.797336683433336,-73.9423115578,NEW YORK,MANHATTAN,7206.0,3568.0,3638.0,62.1,7.6,21.2,0.0,6.5,4623.0,23451.0,5972.0,16787.0,3556.0,43.0,59.1,21.7,43.8,23.0,3.2,8.3,4.3,0.0,82.7,7.7,2.4,2.9,33.3,2868.0,87.5,9.3,3.1,0.0,9.6,0.1514168884520848
BROOKLYN,40.663206,-73.993476,0,0,6,0,0,0,0,0.3103448275862069,KINGS,12/7/2015,12/7/2015,12/7/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.66313659,-73.99333680000002,0.014055124291843262,36047014300.0,40.6642964824,-73.9934924623,KINGS,BROOKLYN,3610.0,1778.0,1832.0,46.7,39.1,2.6,0.4,7.5,2576.0,80170.0,26448.0,43717.0,5757.0,17.8,33.5,57.7,17.8,15.3,2.8,6.4,12.4,4.5,59.7,9.3,3.4,10.7,35.6,2370.0,76.4,11.6,12.0,0.0,5.2,0.12130212799960985
BROOKLYN,40.69863400000001,-73.940455,0,0,9,0,0,0,0,0.20454545454545456,KINGS,12/28/2015,12/28/2015,12/28/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.6986114,-73.94063325,0.0152403723992013,36047028501.0,40.6993467337,-73.9412562814,KINGS,BROOKLYN,293.0,205.0,88.0,36.9,56.0,7.2,0.0,0.0,262.0,84861.0,21924.0,36546.0,11232.0,12.4,0.0,51.3,13.2,26.4,9.1,0.0,0.0,0.0,81.8,4.2,14.1,0.0,41.6,197.0,96.4,0.0,3.6,0.0,10.9,0.10416667522017753
MANHATTAN,40.818829,-73.95411999999997,0,0,5,0,0,0,0,0.2608695652173913,NEW YORK,12/17/2015,12/17/2015,12/17/2015,ROBBERY,COMPLETED,FELONY,MANHATTAN,40.81881541,-73.95408521,0.003295618424790429,36061021703.0,40.81829145728,-73.94948743716,NEW YORK,MANHATTAN,8.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,8.0,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,4.0,100.0,0.0,0.0,0.0,0.0,0.3945118705797072
MANHATTAN,40.716868,-73.986065,0,10,43,33,35,0,40,0.4942965779467681,NEW YORK,7/30/2015,7/31/2015,7/31/2015,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,MANHATTAN,40.71690875,-73.98620327,0.01250717002865099,36061001402.0,40.7174371859,-73.98557788939999,NEW YORK,MANHATTAN,2932.0,1315.0,1617.0,22.7,32.8,6.2,0.0,32.1,2267.0,24375.0,3314.0,28093.0,4682.0,31.0,47.2,48.3,27.9,18.6,1.5,3.7,3.0,0.3,71.4,12.9,4.9,7.6,32.8,1470.0,76.8,9.5,13.7,0.0,5.2,0.07546281025513488
BRONX,40.816749,-73.91529799999998,56,58,99,67,0,1,19,1.6868327402135233,BRONX,7/31/2015,7/31/2015,7/31/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,40.81677606,-73.91528895,0.003104793915914615,36005007100.0,40.81783919598,-73.91276381908001,BRONX,BRONX,2547.0,1080.0,1467.0,60.7,1.1,36.4,0.0,0.9,1783.0,38289.0,6810.0,18245.0,3123.0,28.8,37.8,26.7,23.4,27.6,14.4,7.8,19.2,0.5,68.3,9.4,1.2,1.4,44.4,1011.0,78.2,19.8,2.0,0.0,16.5,0.24538027147082195
BRONX,40.815937,-73.916354,43,44,73,54,0,1,6,1.7255813953488373,BRONX,11/30/2015,11/30/2015,12/7/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.8160439,-73.91622558,0.01607010632090888,36005004300.0,40.813919597966674,-73.9169849246,BRONX,BRONX,6057.0,3094.0,2963.0,74.1,0.4,23.4,0.0,0.0,3032.0,21448.0,3092.0,11828.0,1525.0,46.6,55.2,14.4,39.1,22.3,10.1,14.0,13.4,2.6,66.4,12.6,1.0,4.0,39.6,2026.0,76.8,12.2,11.0,0.0,15.6,0.23059520842490341
BROOKLYN,40.655035,-73.874937,3,1,4,0,0,0,0,2.875,KINGS,11/13/2015,11/16/2015,11/16/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.65577126,-73.87318888,0.1687205312614877,36047107800.0,40.658360552750004,-73.8763567839125,KINGS,BROOKLYN,3988.0,1696.0,2292.0,9.3,2.5,83.2,0.0,0.0,3180.0,59455.0,3877.0,29980.0,2600.0,8.6,11.1,31.6,28.8,21.6,8.1,9.9,29.0,3.9,61.4,2.2,1.2,2.2,54.5,2119.0,68.4,30.2,1.4,0.0,12.3,0.38881813492014866
BROOKLYN,40.655071,-73.87485,0,0,8,0,0,0,1,1.75,KINGS,11/13/2015,11/16/2015,11/16/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.65577126,-73.87318888,0.1603583302534955,36047107800.0,40.658360552750004,-73.8763567839125,KINGS,BROOKLYN,3988.0,1696.0,2292.0,9.3,2.5,83.2,0.0,0.0,3180.0,59455.0,3877.0,29980.0,2600.0,8.6,11.1,31.6,28.8,21.6,8.1,9.9,29.0,3.9,61.4,2.2,1.2,2.2,54.5,2119.0,68.4,30.2,1.4,0.0,12.3,0.38735786189128957
BROOKLYN,40.65509,-73.87480699999998,3,2,3,0,0,0,0,1.875,KINGS,11/13/2015,11/16/2015,11/16/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.65577126,-73.87318888,0.1561601130304797,36047107800.0,40.658360552750004,-73.8763567839125,KINGS,BROOKLYN,3988.0,1696.0,2292.0,9.3,2.5,83.2,0.0,0.0,3180.0,59455.0,3877.0,29980.0,2600.0,8.6,11.1,31.6,28.8,21.6,8.1,9.9,29.0,3.9,61.4,2.2,1.2,2.2,54.5,2119.0,68.4,30.2,1.4,0.0,12.3,0.3865745302820336
BROOKLYN,40.655109,-73.87476,3,2,3,0,0,0,0,1.875,KINGS,11/13/2015,11/16/2015,11/16/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.65577126,-73.87318888,0.15166680786297582,36047107800.0,40.658360552750004,-73.8763567839125,KINGS,BROOKLYN,3988.0,1696.0,2292.0,9.3,2.5,83.2,0.0,0.0,3180.0,59455.0,3877.0,29980.0,2600.0,8.6,11.1,31.6,28.8,21.6,8.1,9.9,29.0,3.9,61.4,2.2,1.2,2.2,54.5,2119.0,68.4,30.2,1.4,0.0,12.3,0.3859530120893432
