Borough,Latitude,Longitude,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,Mean Bathrooms,County,Event Date Crimes,Event Ending Date Crimes,Event Report Date Crimes,Description Crimes,Attempt Complete Crimes,Level of Offense Crimes,Borough Crimes,Latitude Crimes,Longitude Crimes,Crimes Distance,BlockCode Census,Latitude Census,Longitude Census,County Census,Borough Census,TotalPop Census,Men Census,Women Census,Hispanic Census,White Census,Black Census,Native Census,Asian Census,Citizen Census,Income Census,IncomeErr Census,IncomePerCap Census,IncomePerCapErr Census,Poverty Census,ChildPoverty Census,Professional Census,Service Census,Office Census,Construction Census,Production Census,Drive Census,Carpool Census,Transit Census,Walk Census,OtherTransp Census,WorkAtHome Census,MeanCommute Census,Employed Census,PrivateWork Census,PublicWork Census,SelfEmployed Census,FamilyWork Census,Unemployment Census,Census Distance
MANHATTAN,40.73000800000001,-73.97466800000002,0,0,4,0,39,0,0,1.5116279069767442,NEW YORK,10/24/2015,10/24/2015,10/25/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73001303,-73.97475573,0.007415822679647163,36061004400.0,40.729091611915386,-73.97169694627692,NEW YORK,MANHATTAN,16200.0,6893.0,9307.0,7.5,72.6,4.0,0.0,14.0,13929.0,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148.0,77.7,13.4,8.9,0.0,2.6,0.27037846507955987
MANHATTAN,40.73010900000001,-73.974595,0,0,18,0,169,0,0,1.5454545454545454,NEW YORK,12/11/2015,12/11/2015,12/11/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73013924,-73.97451755,0.0073437675392590985,36061004400.0,40.729091611915386,-73.97169694627692,NEW YORK,MANHATTAN,16200.0,6893.0,9307.0,7.5,72.6,4.0,0.0,14.0,13929.0,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148.0,77.7,13.4,8.9,0.0,2.6,0.2692152178569915
MANHATTAN,40.730782,-73.97413,0,0,4,0,39,0,0,1.5116279069767442,NEW YORK,10/12/2015,10/12/2015,10/12/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73069634,-73.97410962,0.009681559816911094,36061004400.0,40.729091611915386,-73.97169694627692,NEW YORK,MANHATTAN,16200.0,6893.0,9307.0,7.5,72.6,4.0,0.0,14.0,13929.0,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148.0,77.7,13.4,8.9,0.0,2.6,0.2782265823095293
MANHATTAN,40.73149,-73.974137,0,0,12,0,116,0,0,1.5546875,NEW YORK,12/5/2015,12/5/2015,12/20/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73184368,-73.97428237,0.04120374536686675,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.2847653564561667
MANHATTAN,40.73094,-73.981505,0,0,8,0,78,0,0,1.5232558139534884,NEW YORK,12/23/2015,12/23/2015,12/23/2015,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,40.73086519,-73.98148456,0.008497586202461717,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.16093606009680167
MANHATTAN,40.730739,-73.981025,0,0,22,0,207,0,0,1.5414847161572052,NEW YORK,12/23/2015,12/23/2015,12/23/2015,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,40.73086519,-73.98148456,0.04120009628619323,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.1408965026138052
MANHATTAN,40.730322,-73.980036,0,0,7,0,72,0,0,1.5316455696202531,NEW YORK,10/31/2015,,10/31/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,MANHATTAN,40.73045603,-73.98034091,0.029711379788663388,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.1442383583524097
MANHATTAN,40.730088,-73.97949200000002,0,0,14,0,126,0,0,1.55,NEW YORK,10/29/2015,,11/20/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.7298959,-73.97921535,0.03162778128911592,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.17035331667620082
MANHATTAN,40.729855,-73.97895799999998,0,0,7,0,73,0,1,1.5125,NEW YORK,10/29/2015,,11/20/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.7298959,-73.97921535,0.02216377256600009,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.20606586142854724
MANHATTAN,40.729306,-73.97770600000003,0,0,12,0,109,0,0,1.5454545454545454,NEW YORK,9/13/2015,9/13/2015,9/13/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,MANHATTAN,40.7294373,-73.97800319,0.02899655076168213,36061003400.0,40.729497487433335,-73.98135678393332,NEW YORK,MANHATTAN,6476.0,3163.0,3313.0,17.3,64.1,1.5,0.0,14.8,5225.0,67166.0,9630.0,59917.0,7958.0,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,4480.0,86.9,4.9,7.9,0.4,5.1,0.3084605277292945
MANHATTAN,40.728737,-73.97636,0,0,12,0,116,0,0,1.5546875,NEW YORK,9/26/2015,9/26/2015,9/26/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,MANHATTAN,40.72854760000001,-73.97598661,0.03787332598685436,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.2737853422652702
MANHATTAN,40.728614,-73.976036,0,0,21,0,191,0,0,1.5424528301886793,NEW YORK,9/26/2015,9/26/2015,9/26/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,MANHATTAN,40.72854760000001,-73.97598661,0.00847818639446635,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.2739165193726094
MANHATTAN,40.734282,-73.978484,0,0,7,0,72,0,0,1.5316455696202531,NEW YORK,11/16/2015,12/28/2015,12/29/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73466077,-73.97905871,0.06419716696696273,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.39038963995917847
MANHATTAN,40.734428,-73.97874,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/16/2015,12/28/2015,12/29/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73466077,-73.97905871,0.03730827556173862,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.36433328567454765
MANHATTAN,40.734214,-73.978285,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/16/2015,12/28/2015,12/29/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73466077,-73.97905871,0.08198771946029557,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.40681324381820294
MANHATTAN,40.734183,-73.97825300000002,0,0,21,0,191,0,0,1.5424528301886793,NEW YORK,11/6/2015,11/6/2015,11/14/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73393308,-73.97732696,0.08285301203862212,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.4111894280709483
MANHATTAN,40.733824,-73.97738299999997,0,0,7,0,73,0,1,1.5125,NEW YORK,11/6/2015,11/6/2015,11/14/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73393308,-73.97732696,0.013019905713648828,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.4896403381728068
MANHATTAN,40.733824,-73.97734,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/6/2015,11/6/2015,11/14/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73393308,-73.97732696,0.012182628135456832,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.49212639140216213
MANHATTAN,40.73356500000001,-73.97677,0,0,14,0,126,0,0,1.55,NEW YORK,11/28/2015,11/29/2015,12/5/2015,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,MANHATTAN,40.73358982,-73.97652243,0.021048183640838,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.48885955625746297
MANHATTAN,40.733263,-73.97605899999998,0,0,7,0,73,0,1,1.5125,NEW YORK,11/28/2015,11/29/2015,12/5/2015,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,MANHATTAN,40.73358982,-73.97652243,0.05335888283224251,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.4235826514233405
MANHATTAN,40.733447,-73.976445,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/28/2015,11/29/2015,12/5/2015,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,MANHATTAN,40.73358982,-73.97652243,0.017174134460967206,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.459338510628917
MANHATTAN,40.733263,-73.976012,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/28/2015,11/29/2015,12/5/2015,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,MANHATTAN,40.73358982,-73.97652243,0.056323418089573314,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.419678602000658
MANHATTAN,40.732967,-73.975298,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/24/2015,,12/30/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73290879,-73.97490979,0.03335490369050711,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.35546385532643093
MANHATTAN,40.732928,-73.975255,0,0,7,0,72,0,0,1.5316455696202531,NEW YORK,12/24/2015,,12/30/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73290879,-73.97490979,0.02917453827209677,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.3514122372005038
MANHATTAN,40.732901,-73.975186,0,0,17,0,153,0,0,1.5470588235294118,NEW YORK,12/24/2015,,12/30/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73290879,-73.97490979,0.023296613447682808,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.34534020418484995
MANHATTAN,40.736483,-73.977812,0,0,5,0,47,0,0,1.5384615384615383,NEW YORK,11/2/2015,,11/2/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73641161,-73.97739107,0.03635422528247227,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.3050044061612575
MANHATTAN,40.73614,-73.977014,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,11/2/2015,,11/2/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73641161,-73.97739107,0.04384832806833801,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.3793152288013171
MANHATTAN,40.73578300000001,-73.97618100000003,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/28/2015,12/28/2015,12/28/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73569213,-73.97569176,0.04245479533699487,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.45791597775249127
MANHATTAN,40.735624,-73.975799,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/28/2015,12/28/2015,12/28/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73569213,-73.97569176,0.011794919589511474,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.49401609167840915
MANHATTAN,40.732554,-73.981537,0,0,4,0,39,0,1,1.4883720930232558,NEW YORK,12/27/2015,12/27/2015,12/27/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73265204,-73.98156344,0.011130351610871256,36061004800.0,40.7332663317,-73.98399497484999,NEW YORK,MANHATTAN,7325.0,2970.0,4355.0,6.5,65.9,5.7,0.3,16.9,5739.0,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325.0,88.1,5.5,6.4,0.0,7.3,0.22180591113505785
MANHATTAN,40.732663,-73.981454,0,0,18,0,167,0,0,1.5513513513513513,NEW YORK,12/27/2015,12/27/2015,12/27/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73265204,-73.98156344,0.009304446186832302,36061004800.0,40.7332663317,-73.98399497484999,NEW YORK,MANHATTAN,7325.0,2970.0,4355.0,6.5,65.9,5.7,0.3,16.9,5739.0,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325.0,88.1,5.5,6.4,0.0,7.3,0.2244350666190939
MANHATTAN,40.732886,-73.981284,0,0,4,0,35,0,0,1.5384615384615383,NEW YORK,7/10/2015,,8/10/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,40.73295666,-73.98128553,0.00786055789000505,36061004800.0,40.7332663317,-73.98399497484999,NEW YORK,MANHATTAN,7325.0,2970.0,4355.0,6.5,65.9,5.7,0.3,16.9,5739.0,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325.0,88.1,5.5,6.4,0.0,7.3,0.23237840965468365
MANHATTAN,40.733605,-73.980757,0,0,4,0,35,0,0,1.5384615384615383,NEW YORK,8/29/2015,8/29/2015,8/29/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73367023,-73.98088481,0.012987971500701207,36061004800.0,40.7332663317,-73.98399497484999,NEW YORK,MANHATTAN,7325.0,2970.0,4355.0,6.5,65.9,5.7,0.3,16.9,5739.0,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325.0,88.1,5.5,6.4,0.0,7.3,0.27549963516540144
MANHATTAN,40.733967,-73.980497,0,0,4,0,36,0,0,1.525,NEW YORK,9/10/2015,9/10/2015,9/10/2015,ROBBERY,COMPLETED,FELONY,MANHATTAN,40.73399407,-73.98063574,0.012075010058281398,36061004800.0,40.7332663317,-73.98399497484999,NEW YORK,MANHATTAN,7325.0,2970.0,4355.0,6.5,65.9,5.7,0.3,16.9,5739.0,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325.0,88.1,5.5,6.4,0.0,7.3,0.30495227444431117
MANHATTAN,40.734557,-73.979086,0,0,12,0,114,0,0,1.5238095238095235,NEW YORK,11/16/2015,12/28/2015,12/29/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73466077,-73.97905871,0.011769263762306265,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.3355739055126784
MANHATTAN,40.735712,-73.979223,0,0,5,0,47,0,0,1.5384615384615383,NEW YORK,10/24/2015,,10/24/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,40.7355968,-73.97944090000001,0.022393421348189526,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.2323844607023272
MANHATTAN,40.736069,-73.978967,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,10/29/2015,,10/29/2015,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,MANHATTAN,40.73618409,-73.97897163,0.012807387655466155,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.2282903883006881
MANHATTAN,40.736563,-73.978638,0,0,5,0,46,0,0,1.5098039215686274,NEW YORK,12/26/2015,12/26/2015,12/26/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.73652715,-73.97877306,0.012061218396262147,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.235082487067812
MANHATTAN,40.735127,-73.977469,0,0,5,0,47,0,0,1.5384615384615383,NEW YORK,12/17/2015,12/17/2015,12/18/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73513805,-73.97746006,0.001441667116335241,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.39040337411175613
MANHATTAN,40.734916,-73.977253,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/17/2015,12/17/2015,12/18/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73513805,-73.97746006,0.030241995361625175,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.41855738531934356
MANHATTAN,40.734886,-73.977011,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/17/2015,12/17/2015,12/18/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,40.73513805,-73.97746006,0.047100556035531205,36061006400.0,40.737035175866666,-73.98135678393332,NEW YORK,MANHATTAN,8012.0,3340.0,4672.0,5.0,72.9,4.0,1.7,12.4,7103.0,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785.0,87.9,4.1,8.0,0.0,4.3,0.4373780637470787
MANHATTAN,40.7348,-73.97584599999998,0,0,6,0,47,0,0,1.509433962264151,NEW YORK,12/20/2015,12/20/2015,12/21/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.73498954,-73.97597708,0.023801807626296495,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.4673570770647093
MANHATTAN,40.734466,-73.975575,0,0,5,0,47,0,0,1.5576923076923077,NEW YORK,10/9/2015,10/9/2015,10/21/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,40.73420711,-73.9751691,0.04471690202308127,36061006000.0,40.732620244085716,-73.97110552764285,NEW YORK,MANHATTAN,5063.0,2365.0,2698.0,6.4,73.1,2.5,0.0,15.2,3829.0,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628.0,81.8,7.5,10.7,0.0,5.7,0.429020183545734
